path,relative_path,label,class_name,language,tts_generator,source_file
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_11_17_f000018.wav,en/de/Kanzlerin_11_17_f000018.wav,0,bona_fide,en,bona_fide,Kanzlerin_11_17_f000018
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_12_13_f000038.wav,en/de/Kanzlerin_12_13_f000038.wav,0,bona_fide,en,bona_fide,Kanzlerin_12_13_f000038
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_14_13_f000040.wav,en/de/Kanzlerin_14_13_f000040.wav,0,bona_fide,en,bona_fide,Kanzlerin_14_13_f000040
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_14_15_f000041.wav,en/de/Kanzlerin_14_15_f000041.wav,0,bona_fide,en,bona_fide,Kanzlerin_14_15_f000041
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_14_16_f000036.wav,en/de/Kanzlerin_14_16_f000036.wav,0,bona_fide,en,bona_fide,Kanzlerin_14_16_f000036
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_15_13_f000044.wav,en/de/Kanzlerin_15_13_f000044.wav,0,bona_fide,en,bona_fide,Kanzlerin_15_13_f000044
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_17_16_f000049.wav,en/de/Kanzlerin_17_16_f000049.wav,0,bona_fide,en,bona_fide,Kanzlerin_17_16_f000049
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_18_15_f000052.wav,en/de/Kanzlerin_18_15_f000052.wav,0,bona_fide,en,bona_fide,Kanzlerin_18_15_f000052
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_18_17_f000005.wav,en/de/Kanzlerin_18_17_f000005.wav,0,bona_fide,en,bona_fide,Kanzlerin_18_17_f000005
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_19_13_f000006.wav,en/de/Kanzlerin_19_13_f000006.wav,0,bona_fide,en,bona_fide,Kanzlerin_19_13_f000006
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_19_14_f000014.wav,en/de/Kanzlerin_19_14_f000014.wav,0,bona_fide,en,bona_fide,Kanzlerin_19_14_f000014
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_19_16_f000037.wav,en/de/Kanzlerin_19_16_f000037.wav,0,bona_fide,en,bona_fide,Kanzlerin_19_16_f000037
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_20_12_f000004.wav,en/de/Kanzlerin_20_12_f000004.wav,0,bona_fide,en,bona_fide,Kanzlerin_20_12_f000004
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_20_15_f000008.wav,en/de/Kanzlerin_20_15_f000008.wav,0,bona_fide,en,bona_fide,Kanzlerin_20_15_f000008
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_20_15_f000051.wav,en/de/Kanzlerin_20_15_f000051.wav,0,bona_fide,en,bona_fide,Kanzlerin_20_15_f000051
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_21_12_f000019.wav,en/de/Kanzlerin_21_12_f000019.wav,0,bona_fide,en,bona_fide,Kanzlerin_21_12_f000019
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_23_17_f000033.wav,en/de/Kanzlerin_23_17_f000033.wav,0,bona_fide,en,bona_fide,Kanzlerin_23_17_f000033
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_24_14_f000059.wav,en/de/Kanzlerin_24_14_f000059.wav,0,bona_fide,en,bona_fide,Kanzlerin_24_14_f000059
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_25_12_f000010.wav,en/de/Kanzlerin_25_12_f000010.wav,0,bona_fide,en,bona_fide,Kanzlerin_25_12_f000010
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_25_13_f000007.wav,en/de/Kanzlerin_25_13_f000007.wav,0,bona_fide,en,bona_fide,Kanzlerin_25_13_f000007
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_25_16_f000005.wav,en/de/Kanzlerin_25_16_f000005.wav,0,bona_fide,en,bona_fide,Kanzlerin_25_16_f000005
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_26_17_f000020.wav,en/de/Kanzlerin_26_17_f000020.wav,0,bona_fide,en,bona_fide,Kanzlerin_26_17_f000020
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_27_13_f000032.wav,en/de/Kanzlerin_27_13_f000032.wav,0,bona_fide,en,bona_fide,Kanzlerin_27_13_f000032
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_28_12_f000020.wav,en/de/Kanzlerin_28_12_f000020.wav,0,bona_fide,en,bona_fide,Kanzlerin_28_12_f000020
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_28_12_f000032.wav,en/de/Kanzlerin_28_12_f000032.wav,0,bona_fide,en,bona_fide,Kanzlerin_28_12_f000032
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_28_17_f000024.wav,en/de/Kanzlerin_28_17_f000024.wav,0,bona_fide,en,bona_fide,Kanzlerin_28_17_f000024
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_29_15_f000041.wav,en/de/Kanzlerin_29_15_f000041.wav,0,bona_fide,en,bona_fide,Kanzlerin_29_15_f000041
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_29_17_f000045.wav,en/de/Kanzlerin_29_17_f000045.wav,0,bona_fide,en,bona_fide,Kanzlerin_29_17_f000045
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_32_13_f000030.wav,en/de/Kanzlerin_32_13_f000030.wav,0,bona_fide,en,bona_fide,Kanzlerin_32_13_f000030
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_32_14_f000046.wav,en/de/Kanzlerin_32_14_f000046.wav,0,bona_fide,en,bona_fide,Kanzlerin_32_14_f000046
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_33_15_f000033.wav,en/de/Kanzlerin_33_15_f000033.wav,0,bona_fide,en,bona_fide,Kanzlerin_33_15_f000033
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_35_13_f000022.wav,en/de/Kanzlerin_35_13_f000022.wav,0,bona_fide,en,bona_fide,Kanzlerin_35_13_f000022
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_35_17_f000030.wav,en/de/Kanzlerin_35_17_f000030.wav,0,bona_fide,en,bona_fide,Kanzlerin_35_17_f000030
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/Kanzlerin_39_17_f000047.wav,en/de/Kanzlerin_39_17_f000047.wav,0,bona_fide,en,bona_fide,Kanzlerin_39_17_f000047
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_001_f000031.wav,en/de/altehaus_001_f000031.wav,0,bona_fide,en,bona_fide,altehaus_001_f000031
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_005_f000081.wav,en/de/altehaus_005_f000081.wav,0,bona_fide,en,bona_fide,altehaus_005_f000081
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_007_1_f000120.wav,en/de/altehaus_007_1_f000120.wav,0,bona_fide,en,bona_fide,altehaus_007_1_f000120
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_007_2_f000044.wav,en/de/altehaus_007_2_f000044.wav,0,bona_fide,en,bona_fide,altehaus_007_2_f000044
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_011_f000070.wav,en/de/altehaus_011_f000070.wav,0,bona_fide,en,bona_fide,altehaus_011_f000070
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_013_f000037.wav,en/de/altehaus_013_f000037.wav,0,bona_fide,en,bona_fide,altehaus_013_f000037
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/altehaus_014_f000109.wav,en/de/altehaus_014_f000109.wav,0,bona_fide,en,bona_fide,altehaus_014_f000109
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_01_f000045.wav,en/de/alter_afrikaner_01_f000045.wav,0,bona_fide,en,bona_fide,alter_afrikaner_01_f000045
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_01_f000193.wav,en/de/alter_afrikaner_01_f000193.wav,0,bona_fide,en,bona_fide,alter_afrikaner_01_f000193
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_02_f000097.wav,en/de/alter_afrikaner_02_f000097.wav,0,bona_fide,en,bona_fide,alter_afrikaner_02_f000097
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_04_f000117.wav,en/de/alter_afrikaner_04_f000117.wav,0,bona_fide,en,bona_fide,alter_afrikaner_04_f000117
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_04_f000125.wav,en/de/alter_afrikaner_04_f000125.wav,0,bona_fide,en,bona_fide,alter_afrikaner_04_f000125
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_04_f000201.wav,en/de/alter_afrikaner_04_f000201.wav,0,bona_fide,en,bona_fide,alter_afrikaner_04_f000201
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_04_f000206.wav,en/de/alter_afrikaner_04_f000206.wav,0,bona_fide,en,bona_fide,alter_afrikaner_04_f000206
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_04_f000260.wav,en/de/alter_afrikaner_04_f000260.wav,0,bona_fide,en,bona_fide,alter_afrikaner_04_f000260
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_05_f000127.wav,en/de/alter_afrikaner_05_f000127.wav,0,bona_fide,en,bona_fide,alter_afrikaner_05_f000127
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_05_f000162.wav,en/de/alter_afrikaner_05_f000162.wav,0,bona_fide,en,bona_fide,alter_afrikaner_05_f000162
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_05_f000235.wav,en/de/alter_afrikaner_05_f000235.wav,0,bona_fide,en,bona_fide,alter_afrikaner_05_f000235
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_06_f000066.wav,en/de/alter_afrikaner_06_f000066.wav,0,bona_fide,en,bona_fide,alter_afrikaner_06_f000066
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_07_f000011.wav,en/de/alter_afrikaner_07_f000011.wav,0,bona_fide,en,bona_fide,alter_afrikaner_07_f000011
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_07_f000087.wav,en/de/alter_afrikaner_07_f000087.wav,0,bona_fide,en,bona_fide,alter_afrikaner_07_f000087
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_07_f000207.wav,en/de/alter_afrikaner_07_f000207.wav,0,bona_fide,en,bona_fide,alter_afrikaner_07_f000207
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_07_f000275.wav,en/de/alter_afrikaner_07_f000275.wav,0,bona_fide,en,bona_fide,alter_afrikaner_07_f000275
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_08_f000035.wav,en/de/alter_afrikaner_08_f000035.wav,0,bona_fide,en,bona_fide,alter_afrikaner_08_f000035
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_08_f000182.wav,en/de/alter_afrikaner_08_f000182.wav,0,bona_fide,en,bona_fide,alter_afrikaner_08_f000182
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_09_f000104.wav,en/de/alter_afrikaner_09_f000104.wav,0,bona_fide,en,bona_fide,alter_afrikaner_09_f000104
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_10_f000158.wav,en/de/alter_afrikaner_10_f000158.wav,0,bona_fide,en,bona_fide,alter_afrikaner_10_f000158
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_10_f000237.wav,en/de/alter_afrikaner_10_f000237.wav,0,bona_fide,en,bona_fide,alter_afrikaner_10_f000237
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_11_f000083.wav,en/de/alter_afrikaner_11_f000083.wav,0,bona_fide,en,bona_fide,alter_afrikaner_11_f000083
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_11_f000103.wav,en/de/alter_afrikaner_11_f000103.wav,0,bona_fide,en,bona_fide,alter_afrikaner_11_f000103
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_12_f000186.wav,en/de/alter_afrikaner_12_f000186.wav,0,bona_fide,en,bona_fide,alter_afrikaner_12_f000186
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_12_f000254.wav,en/de/alter_afrikaner_12_f000254.wav,0,bona_fide,en,bona_fide,alter_afrikaner_12_f000254
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_13_f000024.wav,en/de/alter_afrikaner_13_f000024.wav,0,bona_fide,en,bona_fide,alter_afrikaner_13_f000024
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_14_f000129.wav,en/de/alter_afrikaner_14_f000129.wav,0,bona_fide,en,bona_fide,alter_afrikaner_14_f000129
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_14_f000243.wav,en/de/alter_afrikaner_14_f000243.wav,0,bona_fide,en,bona_fide,alter_afrikaner_14_f000243
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_15_f000094.wav,en/de/alter_afrikaner_15_f000094.wav,0,bona_fide,en,bona_fide,alter_afrikaner_15_f000094
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_16_f000006.wav,en/de/alter_afrikaner_16_f000006.wav,0,bona_fide,en,bona_fide,alter_afrikaner_16_f000006
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_17_f000014.wav,en/de/alter_afrikaner_17_f000014.wav,0,bona_fide,en,bona_fide,alter_afrikaner_17_f000014
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_18_f000094.wav,en/de/alter_afrikaner_18_f000094.wav,0,bona_fide,en,bona_fide,alter_afrikaner_18_f000094
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_19_f000183.wav,en/de/alter_afrikaner_19_f000183.wav,0,bona_fide,en,bona_fide,alter_afrikaner_19_f000183
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_20_f000214.wav,en/de/alter_afrikaner_20_f000214.wav,0,bona_fide,en,bona_fide,alter_afrikaner_20_f000214
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_21_f000034.wav,en/de/alter_afrikaner_21_f000034.wav,0,bona_fide,en,bona_fide,alter_afrikaner_21_f000034
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_21_f000101.wav,en/de/alter_afrikaner_21_f000101.wav,0,bona_fide,en,bona_fide,alter_afrikaner_21_f000101
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_21_f000201.wav,en/de/alter_afrikaner_21_f000201.wav,0,bona_fide,en,bona_fide,alter_afrikaner_21_f000201
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_23_f000177.wav,en/de/alter_afrikaner_23_f000177.wav,0,bona_fide,en,bona_fide,alter_afrikaner_23_f000177
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_23_f000227.wav,en/de/alter_afrikaner_23_f000227.wav,0,bona_fide,en,bona_fide,alter_afrikaner_23_f000227
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_24_f000118.wav,en/de/alter_afrikaner_24_f000118.wav,0,bona_fide,en,bona_fide,alter_afrikaner_24_f000118
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_24_f000185.wav,en/de/alter_afrikaner_24_f000185.wav,0,bona_fide,en,bona_fide,alter_afrikaner_24_f000185
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_26_f000045.wav,en/de/alter_afrikaner_26_f000045.wav,0,bona_fide,en,bona_fide,alter_afrikaner_26_f000045
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_26_f000049.wav,en/de/alter_afrikaner_26_f000049.wav,0,bona_fide,en,bona_fide,alter_afrikaner_26_f000049
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_26_f000191.wav,en/de/alter_afrikaner_26_f000191.wav,0,bona_fide,en,bona_fide,alter_afrikaner_26_f000191
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_27_f000034.wav,en/de/alter_afrikaner_27_f000034.wav,0,bona_fide,en,bona_fide,alter_afrikaner_27_f000034
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_28_f000028.wav,en/de/alter_afrikaner_28_f000028.wav,0,bona_fide,en,bona_fide,alter_afrikaner_28_f000028
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_28_f000163.wav,en/de/alter_afrikaner_28_f000163.wav,0,bona_fide,en,bona_fide,alter_afrikaner_28_f000163
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_29_f000001.wav,en/de/alter_afrikaner_29_f000001.wav,0,bona_fide,en,bona_fide,alter_afrikaner_29_f000001
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_29_f000069.wav,en/de/alter_afrikaner_29_f000069.wav,0,bona_fide,en,bona_fide,alter_afrikaner_29_f000069
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/alter_afrikaner_29_f000114.wav,en/de/alter_afrikaner_29_f000114.wav,0,bona_fide,en,bona_fide,alter_afrikaner_29_f000114
