path,relative_path,label,class_name,language,file_size_mb,split
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/reisenachtilsit_4_f000052.wav,en/de/reisenachtilsit_4_f000052.wav,0,bona_fide,de,0.27045631408691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/Higgs-Audio-V2/cuentosclasicosprimera_01_poe_f000152.wav,fake/es/Higgs-Audio-V2/cuentosclasicosprimera_01_poe_f000152.wav,1,synthetic,Higgs-Audio-V2,0.10434341430664062,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/DeepGram/angelina_08_delgado_f000111.wav,fake/es/DeepGram/angelina_08_delgado_f000111.wav,1,synthetic,DeepGram,0.2860298156738281,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_19_f000074.wav,en/en/wives_and_daughters_19_f000074.wav,0,bona_fide,en,0.26984596252441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/VoXtream2/wives_and_daughters_40_f000146.wav,fake/en/VoXtream2/wives_and_daughters_40_f000146.wav,1,synthetic,VoXtream2,0.3297691345214844,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LFM2.5-Audio/northandsouth_38_f000028.wav,fake/en/LFM2.5-Audio/northandsouth_38_f000028.wav,1,synthetic,LFM2.5-Audio,0.2624778747558594,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/griffin_lim/napoleonenchamartin_07_perezgaldos_f000232.wav,fake/es/griffin_lim/napoleonenchamartin_07_perezgaldos_f000232.wav,1,synthetic,griffin_lim,0.17724227905273438,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/FishTTS/tom_sawyer_10_f000171.wav,fake/de/FishTTS/tom_sawyer_10_f000171.wav,1,synthetic,FishTTS,0.2617607116699219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/microsoft_speecht5_tts/wives_and_daughters_18_f000157.wav,fake/en/microsoft_speecht5_tts/wives_and_daughters_18_f000157.wav,1,synthetic,microsoft_speecht5_tts,0.3095817565917969,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/fr/Qwen3-TTS-12Hz-0.6B-Base/lupin_contre_holmes_06_f000027.wav,fake/fr/Qwen3-TTS-12Hz-0.6B-Base/lupin_contre_holmes_06_f000027.wav,1,synthetic,Qwen3-TTS-12Hz-0.6B-Base,0.07059669494628906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/menschenhasser_04_f000105.wav,en/de/menschenhasser_04_f000105.wav,0,bona_fide,de,0.38062477111816406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/VoxCPM-1.5/poisoned_pen_12_f000306.wav,fake/en/VoxCPM-1.5/poisoned_pen_12_f000306.wav,1,synthetic,VoxCPM-1.5,0.3095817565917969,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LEMAS-TTS/rinkitink_baum_20_64kb_f000016.wav,fake/en/LEMAS-TTS/rinkitink_baum_20_64kb_f000016.wav,1,synthetic,LEMAS-TTS,0.4006500244140625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/cs/tts_models_cs_cv_vits/jane_eyre_14_f000036.wav,fake/cs/tts_models_cs_cv_vits/jane_eyre_14_f000036.wav,1,synthetic,tts_models_cs_cv_vits,0.2686271667480469,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_13_f000041.wav,en/en/jane_eyre_13_f000041.wav,0,bona_fide,en,0.29609107971191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/zweiplaneten_55_lasswitz_f000245.wav,en/de/zweiplaneten_55_lasswitz_f000245.wav,0,bona_fide,de,0.18073463439941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_04_f000193.wav,en/en/wives_and_daughters_04_f000193.wav,0,bona_fide,en,0.14228248596191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/griffin_lim/angelina_06_delgado_f000134.wav,fake/es/griffin_lim/angelina_06_delgado_f000134.wav,1,synthetic,griffin_lim,0.26931190490722656,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/OmniVoice/wives_and_daughters_07_f000134.wav,fake/ar/OmniVoice/wives_and_daughters_07_f000134.wav,1,synthetic,OmniVoice,0.38949012756347656,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OpenVoiceV2/angelina_60_delgado_f000129.wav,fake/es/OpenVoiceV2/angelina_60_delgado_f000129.wav,1,synthetic,OpenVoiceV2,0.15433883666992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_18_f000115.wav,en/en/wives_and_daughters_18_f000115.wav,0,bona_fide,en,0.09803199768066406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OmniVoice/lacondenada_04_blasco_f000116.wav,fake/es/OmniVoice/lacondenada_04_blasco_f000116.wav,1,synthetic,OmniVoice,0.20023345947265625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/DeepGram/ozma_of_oz_02_f000018.wav,fake/en/DeepGram/ozma_of_oz_02_f000018.wav,1,synthetic,DeepGram,0.3533210754394531,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Llasa-1B/wives_and_daughters_10_f000354.wav,fake/en/Llasa-1B/wives_and_daughters_10_f000354.wav,1,synthetic,Llasa-1B,0.26163673400878906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_26_f000169.wav,en/en/wives_and_daughters_26_f000169.wav,0,bona_fide,en,0.16059303283691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/KugelAudio/napoleonenchamartin_18_perezgaldos_f000040.wav,fake/es/KugelAudio/napoleonenchamartin_18_perezgaldos_f000040.wav,1,synthetic,KugelAudio,0.20752334594726562,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/am/Edge-TTS/wives_and_daughters_21_f000257.wav,fake/am/Edge-TTS/wives_and_daughters_21_f000257.wav,1,synthetic,Edge-TTS,0.41489410400390625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/minimax_speech-02-turbo/northandsouth_18_f000012.wav,fake/en/minimax_speech-02-turbo/northandsouth_18_f000012.wav,1,synthetic,minimax_speech-02-turbo,0.2964305877685547,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_24_f000027.wav,en/en/wives_and_daughters_24_f000027.wav,0,bona_fide,en,0.27045631408691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/ozma_of_oz_17_f000021.wav,en/en/ozma_of_oz_17_f000021.wav,0,bona_fide,en,0.37171173095703125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_12_f000178.wav,en/en/jane_eyre_12_f000178.wav,0,bona_fide,en,0.24115943908691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/midnight_passenger_08_f000009.wav,en/en/midnight_passenger_08_f000009.wav,0,bona_fide,en,0.18470191955566406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/da/tts_models_da_cv_vits/wives_and_daughters_59_f000066.wav,fake/da/tts_models_da_cv_vits/wives_and_daughters_59_f000066.wav,1,synthetic,tts_models_da_cv_vits,0.24134445190429688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/fr/Qwen3-TTS-12Hz-0.6B-Base/l_ile_mysterieuse_1_13_f000084.wav,fake/fr/Qwen3-TTS-12Hz-0.6B-Base/l_ile_mysterieuse_1_13_f000084.wav,1,synthetic,Qwen3-TTS-12Hz-0.6B-Base,0.3092231750488281,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/ferien_vom_ich_013_f000511.wav,en/de/ferien_vom_ich_013_f000511.wav,0,bona_fide,de,0.05547523498535156,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/VoxCPM2/skyisland_11_baum_64kb_f000001.wav,fake/ar/VoxCPM2/skyisland_11_baum_64kb_f000001.wav,1,synthetic,VoxCPM2,0.5585594177246094,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/ferien_vom_ich_004_f000303.wav,en/de/ferien_vom_ich_004_f000303.wav,0,bona_fide,de,0.039997100830078125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/cs/OmniVoice/wives_and_daughters_05_f000223.wav,fake/cs/OmniVoice/wives_and_daughters_05_f000223.wav,1,synthetic,OmniVoice,0.12200736999511719,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/silent_bullet_05_f000237.wav,en/en/silent_bullet_05_f000237.wav,0,bona_fide,en,0.45112037658691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_37_f000239.wav,en/en/jane_eyre_37_f000239.wav,0,bona_fide,en,0.14991188049316406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LEMAS-TTS/midnight_passenger_10_f000168.wav,fake/en/LEMAS-TTS/midnight_passenger_10_f000168.wav,1,synthetic,LEMAS-TTS,0.4917182922363281,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Microsoft VibeVoice Large/midnight_passenger_14_f000009.wav,fake/en/Microsoft VibeVoice Large/midnight_passenger_14_f000009.wav,1,synthetic,Microsoft VibeVoice Large,0.3364982604980469,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MiniMax-Speech-2.8-Turbo/wives_and_daughters_29_f000157.wav,fake/en/MiniMax-Speech-2.8-Turbo/wives_and_daughters_29_f000157.wav,1,synthetic,MiniMax-Speech-2.8-Turbo,0.5400829315185547,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Maya1 TTS/the_master_key_04_f000092.wav,fake/en/Maya1 TTS/the_master_key_04_f000092.wav,1,synthetic,Maya1 TTS,0.2584419250488281,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/he/Edge-TTS/wives_and_daughters_37_f000271.wav,fake/he/Edge-TTS/wives_and_daughters_37_f000271.wav,1,synthetic,Edge-TTS,0.3916778564453125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/KugelAudio/northandsouth_24_f000085.wav,fake/en/KugelAudio/northandsouth_24_f000085.wav,1,synthetic,KugelAudio,0.2635993957519531,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/hi/IndicF5/dorothy_and_wizard_oz_07_f000002.wav,fake/hi/IndicF5/dorothy_and_wizard_oz_07_f000002.wav,1,synthetic,IndicF5,0.3728370666503906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/ZipVoice/northandsouth_50_f000127.wav,fake/en/ZipVoice/northandsouth_50_f000127.wav,1,synthetic,ZipVoice,0.42801475524902344,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_21_f000103.wav,en/en/northandsouth_21_f000103.wav,0,bona_fide,en,0.33759498596191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ga/tts_models_ga_cv_vits/wives_and_daughters_43_f000136.wav,fake/ga/tts_models_ga_cv_vits/wives_and_daughters_43_f000136.wav,1,synthetic,tts_models_ga_cv_vits,0.24274826049804688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_20_f000095.wav,en/en/jane_eyre_20_f000095.wav,0,bona_fide,en,0.26056671142578125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/Kani-TTS-370M/zweiplaneten_17_lasswitz_f000129.wav,fake/de/Kani-TTS-370M/zweiplaneten_17_lasswitz_f000129.wav,1,synthetic,Kani-TTS-370M,0.21537399291992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Maya1 TTS/hunters_space_12_f000004.wav,fake/en/Maya1 TTS/hunters_space_12_f000004.wav,1,synthetic,Maya1 TTS,0.39122962951660156,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_53_f000042.wav,en/en/wives_and_daughters_53_f000042.wav,0,bona_fide,en,0.18705177307128906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Kyutai-TTS/piratesofersatz_03_leinster_64kb_f000031.wav,fake/en/Kyutai-TTS/piratesofersatz_03_leinster_64kb_f000031.wav,1,synthetic,Kyutai-TTS,0.2927589416503906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_34_f000346.wav,en/en/jane_eyre_34_f000346.wav,0,bona_fide,en,0.24033355712890625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/midnight_passenger_13_f000102.wav,en/en/midnight_passenger_13_f000102.wav,0,bona_fide,en,0.27930641174316406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/Chatterbox Multilingual/altehaus_007_2_f000075.wav,fake/de/Chatterbox Multilingual/altehaus_007_2_f000075.wav,1,synthetic,Chatterbox Multilingual,0.32808685302734375,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/hunters_space_03_f000065.wav,en/en/hunters_space_03_f000065.wav,0,bona_fide,en,0.29670143127441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_41_f000202.wav,en/en/northandsouth_41_f000202.wav,0,bona_fide,en,0.21308326721191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MiniCPM-o-2.6/wives_and_daughters_36_f000064.wav,fake/en/MiniCPM-o-2.6/wives_and_daughters_36_f000064.wav,1,synthetic,MiniCPM-o-2.6,0.24408531188964844,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ha/YarnGPT/northandsouth_11_f000098.wav,fake/ha/YarnGPT/northandsouth_11_f000098.wav,1,synthetic,YarnGPT,0.09761428833007812,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/ZipVoice/jane_eyre_08_f000051.wav,fake/en/ZipVoice/jane_eyre_08_f000051.wav,1,synthetic,ZipVoice,0.2983665466308594,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/LEMAS-TTS/cuentosclasicosprimera_00_poe_f000083.wav,fake/es/LEMAS-TTS/cuentosclasicosprimera_00_poe_f000083.wav,1,synthetic,LEMAS-TTS,0.2826652526855469,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/Qwen3-TTS-12Hz-1.7B-Base/lacondenada_12_blasco_f000112.wav,fake/es/Qwen3-TTS-12Hz-1.7B-Base/lacondenada_12_blasco_f000112.wav,1,synthetic,Qwen3-TTS-12Hz-1.7B-Base,0.1646747589111328,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MingTTS/wives_and_daughters_52_f000165.wav,fake/en/MingTTS/wives_and_daughters_52_f000165.wav,1,synthetic,MingTTS,0.3768730163574219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/VoxCPM2/skyisland_17_baum_64kb_f000009.wav,fake/en/VoxCPM2/skyisland_17_baum_64kb_f000009.wav,1,synthetic,VoxCPM2,0.14135360717773438,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/minimax_speech-02-turbo/pink_fairy_book_16_f000074.wav,fake/en/minimax_speech-02-turbo/pink_fairy_book_16_f000074.wav,1,synthetic,minimax_speech-02-turbo,0.4199657440185547,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/midnight_passenger_04_f000079.wav,en/en/midnight_passenger_04_f000079.wav,0,bona_fide,en,0.28418922424316406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_10_f000047.wav,en/en/jane_eyre_10_f000047.wav,0,bona_fide,en,0.20026588439941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_16_f000001.wav,en/en/northandsouth_16_f000001.wav,0,bona_fide,en,0.10566139221191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_38_f000009.wav,en/en/wives_and_daughters_38_f000009.wav,0,bona_fide,en,0.17066383361816406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/Fish-S2-Pro/hunters_space_19_f000017.wav,fake/ar/Fish-S2-Pro/hunters_space_19_f000017.wav,1,synthetic,Fish-S2-Pro,0.19730758666992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/rinkitink_baum_18_64kb_f000031.wav,en/en/rinkitink_baum_18_64kb_f000031.wav,0,bona_fide,en,0.30158424377441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/the_master_key_20_f000137.wav,en/en/the_master_key_20_f000137.wav,0,bona_fide,en,0.31684303283691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MingTTS/wives_and_daughters_36_f000069.wav,fake/en/MingTTS/wives_and_daughters_36_f000069.wav,1,synthetic,MingTTS,0.24229049682617188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/ElevenLabs-v3/zweiplaneten_52_lasswitz_f000039.wav,fake/de/ElevenLabs-v3/zweiplaneten_52_lasswitz_f000039.wav,1,synthetic,ElevenLabs-v3,0.10746383666992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/OmniVoice/ozma_of_oz_01_f000032.wav,fake/ar/OmniVoice/ozma_of_oz_01_f000032.wav,1,synthetic,OmniVoice,0.3516387939453125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/poisoned_pen_10_f000249.wav,en/en/poisoned_pen_10_f000249.wav,0,bona_fide,en,0.32050514221191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/VoXtream2/ozma_of_oz_18_f000032.wav,fake/en/VoXtream2/ozma_of_oz_18_f000032.wav,1,synthetic,VoXtream2,0.4744453430175781,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MOSS-TTS-1.7B/wives_and_daughters_07_f000029.wav,fake/en/MOSS-TTS-1.7B/wives_and_daughters_07_f000029.wav,1,synthetic,MOSS-TTS-1.7B,0.22883224487304688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_03_f000155.wav,en/en/jane_eyre_03_f000155.wav,0,bona_fide,en,0.10901832580566406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/am/Edge-TTS/poisoned_pen_01_f000297.wav,fake/am/Edge-TTS/poisoned_pen_01_f000297.wav,1,synthetic,Edge-TTS,1.4828052520751953,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_40_f000078.wav,en/en/wives_and_daughters_40_f000078.wav,0,bona_fide,en,0.16181373596191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/MOSS-TTS-8B/bailen_16_perezgaldos_f000096.wav,fake/es/MOSS-TTS-8B/bailen_16_perezgaldos_f000096.wav,1,synthetic,MOSS-TTS-8B,0.3331336975097656,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Mars5/the_sea_fairies_02_f000039.wav,fake/en/Mars5/the_sea_fairies_02_f000039.wav,1,synthetic,Mars5,0.0391845703125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_22_f000261.wav,en/en/northandsouth_22_f000261.wav,0,bona_fide,en,0.36719703674316406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OpenVoiceV2/napoleonenchamartin_18_perezgaldos_f000089.wav,fake/es/OpenVoiceV2/napoleonenchamartin_18_perezgaldos_f000089.wav,1,synthetic,OpenVoiceV2,0.10746383666992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_25_f000096.wav,en/en/jane_eyre_25_f000096.wav,0,bona_fide,en,0.36536598205566406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/piratesofersatz_12_leinster_64kb_f000215.wav,en/en/piratesofersatz_12_leinster_64kb_f000215.wav,0,bona_fide,en,0.05011940002441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/vixTTS/northandsouth_15_f000150.wav,fake/en/vixTTS/northandsouth_15_f000150.wav,1,synthetic,vixTTS,0.3203468322753906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/DeepGram/northandsouth_39_f000184.wav,fake/en/DeepGram/northandsouth_39_f000184.wav,1,synthetic,DeepGram,0.20696258544921875,train
